product_id,product_name,category,price,supplier_id
332,"Storage Shelf",Furniture,903.09,532
333,"WiFi Router",Electronics,4.59,533
334,"Air Purifier","Home & Kitchen",489.2,534
335,"Smartphone Case",Accessories,415.23,535
336,"Standing Desk",Furniture,962.93,536
337,"Throw Pillows","Home & Kitchen",258.4,537
338,"Wireless Charger",Electronics,174.19,538
339,"Wireless Presenter",Electronics,242.33,539
340,"USB-C Hub",Electronics,178.52,540
341,"Wireless Earbuds",Electronics,267.48,541
342,"Electric Kettle","Home & Kitchen",162.87,542
343,"Desk Organizer",Accessories,361.47,543
344,"Screen Protector",Accessories,873.14,544
345,"Desk Lamp","Home & Kitchen",571.79,545
346,"4K Monitor",Electronics,49.16,546
347,"Water Bottle","Home & Kitchen",697.57,547
348,"File Cabinet",Furniture,909.15,548
349,"Webcam HD",Electronics,768.97,549
350,"Keyboard Wrist Rest",Accessories,126.55,550
351,"Office Chair",Furniture,131.99,551
352,"Coffee Maker","Home & Kitchen",610.68,552
353,"Document Scanner",Electronics,652.38,553
354,"Desk Mat",Accessories,928.81,554
355,"Tablet Stand",Accessories,989.41,555
356,"Drawer Unit",Furniture,872.48,556
357,"Bath Towels","Home & Kitchen",83.35,557
358,"External SSD",Electronics,606.53,558
359,"Computer Speakers",Electronics,796.95,559
360,"Gaming Keyboard",Electronics,589.6,560
361,"Gaming Mouse Pad",Accessories,58.43,561
362,"Rice Cooker","Home & Kitchen",817.29,562
363,"Phone Grip",Accessories,62.41,563
364,"Toaster Oven","Home & Kitchen",517.59,564
365,"Laptop Stand",Accessories,606.53,565
366,"Mechanical Keyboard",Electronics,136.29,566
367,"Food Processor","Home & Kitchen",911.2,567
368,"Monitor Stand",Furniture,334.91,568
369,"Laptop Sleeve",Accessories,887.46,569
370,"Wireless Mouse",Electronics,384.95,570
371,"Power Strip",Electronics,162.35,571
372,Microphone,Electronics,737.62,572
373,Bookshelf,Furniture,191.37,573
374,"Portable Charger",Accessories,679.83,574
375,"Bluetooth Headphones",Electronics,490.32,575
376,"Noise Cancelling Headset",Electronics,242.49,576
377,"Smart Watch",Electronics,474.2,577
378,"Cable Organizer",Accessories,964.87,578
379,"Storage Containers","Home & Kitchen",7.03,579
380,"Kitchen Blender","Home & Kitchen",932.78,580
381,"Wall Clock","Home & Kitchen",552.57,581
382,"Storage Shelf",Furniture,504.93,582
383,"WiFi Router",Electronics,122.74,583
384,"Air Purifier","Home & Kitchen",631.97,584
385,"Smartphone Case",Accessories,122.5,585
386,"Standing Desk",Furniture,211.98,586
387,"Throw Pillows","Home & Kitchen",535.97,587
388,"Wireless Charger",Electronics,713.28,588
389,"Wireless Presenter",Electronics,834.15,589
390,"USB-C Hub",Electronics,995.61,590
391,"Wireless Earbuds",Electronics,766.73,591
392,"Electric Kettle","Home & Kitchen",968.11,592
393,"Desk Organizer",Accessories,938.52,593
394,"Screen Protector",Accessories,933.36,594
395,"Desk Lamp","Home & Kitchen",274.64,595
396,"4K Monitor",Electronics,505.38,596
397,"Water Bottle","Home & Kitchen",353.42,597
398,"File Cabinet",Furniture,658.44,598
399,"Webcam HD",Electronics,313.83,599
400,"Keyboard Wrist Rest",Accessories,369.05,600
401,"Office Chair",Furniture,136.32,501
402,"Coffee Maker","Home & Kitchen",204.98,502
403,"Document Scanner",Electronics,293.65,503
404,"Desk Mat",Accessories,711.17,504
405,"Tablet Stand",Accessories,450.82,505
406,"Drawer Unit",Furniture,934.43,506
407,"Bath Towels","Home & Kitchen",863.47,507
408,"External SSD",Electronics,453.95,508
409,"Computer Speakers",Electronics,891.41,509
410,"Gaming Keyboard",Electronics,186.58,510
411,"Gaming Mouse Pad",Accessories,607.61,511
412,"Rice Cooker","Home & Kitchen",512.25,512
413,"Phone Grip",Accessories,348.25,513
414,"Toaster Oven","Home & Kitchen",954.56,514
415,"Laptop Stand",Accessories,368.41,515
416,"Mechanical Keyboard",Electronics,545.62,516
417,"Food Processor","Home & Kitchen",284.87,517
418,"Monitor Stand",Furniture,296.74,518
419,"Laptop Sleeve",Accessories,347.51,519
420,"Wireless Mouse",Electronics,560.83,520
421,"Power Strip",Electronics,90.29,521
422,Microphone,Electronics,910.45,522
423,Bookshelf,Furniture,10.76,523
424,"Portable Charger",Accessories,697.19,524
425,"Bluetooth Headphones",Electronics,960.56,525
426,"Noise Cancelling Headset",Electronics,853.93,526
427,"Smart Watch",Electronics,283.49,527
428,"Cable Organizer",Accessories,986.51,528
429,"Storage Containers","Home & Kitchen",202.78,529
430,"Kitchen Blender","Home & Kitchen",658.78,530
431,"Wall Clock","Home & Kitchen",387.14,531
432,"Storage Shelf",Furniture,18.81,532
433,"WiFi Router",Electronics,330.84,533
434,"Air Purifier","Home & Kitchen",327.19,534
435,"Smartphone Case",Accessories,596.53,535
436,"Standing Desk",Furniture,659.28,536
437,"Throw Pillows","Home & Kitchen",22.91,537
438,"Wireless Charger",Electronics,643.24,538
439,"Wireless Presenter",Electronics,186.78,539
440,"USB-C Hub",Electronics,5.73,540
441,"Wireless Earbuds",Electronics,279.18,541
442,"Electric Kettle","Home & Kitchen",126.99,542
443,"Desk Organizer",Accessories,359.57,543
444,"Screen Protector",Accessories,991.03,544
445,"Desk Lamp","Home & Kitchen",476.57,545
446,"4K Monitor",Electronics,290.25,546
447,"Water Bottle","Home & Kitchen",633.06,547
448,"File Cabinet",Furniture,862.17,548
449,"Webcam HD",Electronics,9.24,549
450,"Keyboard Wrist Rest",Accessories,723.04,550
451,"Office Chair",Furniture,179.05,551
452,"Coffee Maker","Home & Kitchen",873.67,552
453,"Document Scanner",Electronics,355.12,553
454,"Desk Mat",Accessories,341.04,554
455,"Tablet Stand",Accessories,392.06,555
456,"Drawer Unit",Furniture,970.41,556
457,"Bath Towels","Home & Kitchen",265.08,557
458,"External SSD",Electronics,178.04,558
459,"Computer Speakers",Electronics,969.89,559
460,"Gaming Keyboard",Electronics,345.87,560
461,"Gaming Mouse Pad",Accessories,727.72,561
462,"Rice Cooker","Home & Kitchen",458.77,562
463,"Phone Grip",Accessories,109.49,563
464,"Toaster Oven","Home & Kitchen",576.9,564
465,"Laptop Stand",Accessories,827.35,565
466,"Mechanical Keyboard",Electronics,206.79,566
467,"Food Processor","Home & Kitchen",202.7,567
468,"Monitor Stand",Furniture,968.69,568
469,"Laptop Sleeve",Accessories,554.74,569
470,"Wireless Mouse",Electronics,89.99,570
471,"Power Strip",Electronics,695.03,571
472,Microphone,Electronics,568.49,572
473,Bookshelf,Furniture,380.7,573
474,"Portable Charger",Accessories,923.76,574
475,"Bluetooth Headphones",Electronics,345.21,575
476,"Noise Cancelling Headset",Electronics,430.69,576
477,"Smart Watch",Electronics,998.47,577
478,"Cable Organizer",Accessories,277.35,578
479,"Storage Containers","Home & Kitchen",856.93,579
480,"Kitchen Blender","Home & Kitchen",330.42,580
481,"Wall Clock","Home & Kitchen",158.41,581
482,"Storage Shelf",Furniture,88.23,582
483,"WiFi Router",Electronics,910.23,583
484,"Air Purifier","Home & Kitchen",187.42,584
485,"Smartphone Case",Accessories,149.3,585
486,"Standing Desk",Furniture,449.74,586
487,"Throw Pillows","Home & Kitchen",540.88,587
488,"Wireless Charger",Electronics,724.27,588
489,"Wireless Presenter",Electronics,586.15,589
490,"USB-C Hub",Electronics,658.37,590
491,"Wireless Earbuds",Electronics,514.91,591
492,"Electric Kettle","Home & Kitchen",117.74,592
493,"Desk Organizer",Accessories,76.11,593
494,"Screen Protector",Accessories,695.24,594
495,"Desk Lamp","Home & Kitchen",768.87,595
496,"4K Monitor",Electronics,671.47,596
497,"Water Bottle","Home & Kitchen",859.55,597
498,"File Cabinet",Furniture,135.5,598
499,"Webcam HD",Electronics,746.48,599
500,"Keyboard Wrist Rest",Accessories,468.54,600
501,"Office Chair",Furniture,468.53,501
502,"Coffee Maker","Home & Kitchen",333.71,502
503,"Document Scanner",Electronics,602.3,503
504,"Desk Mat",Accessories,916.61,504
505,"Tablet Stand",Accessories,929.66,505
506,"Drawer Unit",Furniture,735.88,506
507,"Bath Towels","Home & Kitchen",352.06,507
508,"External SSD",Electronics,439.15,508
509,"Computer Speakers",Electronics,852.2,509
510,"Gaming Keyboard",Electronics,222.93,510
511,"Gaming Mouse Pad",Accessories,294.11,511
512,"Rice Cooker","Home & Kitchen",426.27,512
513,"Phone Grip",Accessories,634.14,513
514,"Toaster Oven","Home & Kitchen",808.53,514
515,"Laptop Stand",Accessories,137.58,515
516,"Mechanical Keyboard",Electronics,40.03,516
517,"Food Processor","Home & Kitchen",145.21,517
518,"Monitor Stand",Furniture,197.58,518
519,"Laptop Sleeve",Accessories,994.32,519
520,"Wireless Mouse",Electronics,431.12,520
521,"Power Strip",Electronics,135.86,521
522,Microphone,Electronics,406.07,522
523,Bookshelf,Furniture,46.45,523
524,"Portable Charger",Accessories,578.01,524
525,"Bluetooth Headphones",Electronics,785.9,525
526,"Noise Cancelling Headset",Electronics,182.82,526
527,"Smart Watch",Electronics,623.54,527
528,"Cable Organizer",Accessories,602.5,528
529,"Storage Containers","Home & Kitchen",289.53,529
530,"Kitchen Blender","Home & Kitchen",822.34,530
531,"Wall Clock","Home & Kitchen",804.74,531
532,"Storage Shelf",Furniture,456.19,532
533,"WiFi Router",Electronics,105.19,533
534,"Air Purifier","Home & Kitchen",840.99,534
535,"Smartphone Case",Accessories,769.23,535
536,"Standing Desk",Furniture,384.21,536
537,"Throw Pillows","Home & Kitchen",891.2,537
538,"Wireless Charger",Electronics,956.06,538
539,"Wireless Presenter",Electronics,24.19,539
540,"USB-C Hub",Electronics,700.37,540
541,"Wireless Earbuds",Electronics,154.05,541
542,"Electric Kettle","Home & Kitchen",45.12,542
543,"Desk Organizer",Accessories,708.65,543
544,"Screen Protector",Accessories,132.83,544
545,"Desk Lamp","Home & Kitchen",171.11,545
546,"4K Monitor",Electronics,532.71,546
547,"Water Bottle","Home & Kitchen",359.61,547
548,"File Cabinet",Furniture,35.28,548
549,"Webcam HD",Electronics,636.16,549
550,"Keyboard Wrist Rest",Accessories,493.65,550
551,"Office Chair",Furniture,972.42,551
552,"Coffee Maker","Home & Kitchen",661.5,552
553,"Document Scanner",Electronics,225.57,553
554,"Desk Mat",Accessories,256.21,554
555,"Tablet Stand",Accessories,652.44,555
556,"Drawer Unit",Furniture,928.96,556
557,"Bath Towels","Home & Kitchen",113.44,557
558,"External SSD",Electronics,189.47,558
559,"Computer Speakers",Electronics,601,559
560,"Gaming Keyboard",Electronics,821.67,560
561,"Gaming Mouse Pad",Accessories,827.26,561
562,"Rice Cooker","Home & Kitchen",972.16,562
563,"Phone Grip",Accessories,845.65,563
564,"Toaster Oven","Home & Kitchen",392.09,564
565,"Laptop Stand",Accessories,56.32,565
566,"Mechanical Keyboard",Electronics,696.52,566
567,"Food Processor","Home & Kitchen",663.72,567
568,"Monitor Stand",Furniture,592.72,568
569,"Laptop Sleeve",Accessories,660.88,569
570,"Wireless Mouse",Electronics,738.6,570
571,"Power Strip",Electronics,734.89,571
572,Microphone,Electronics,466.02,572
573,Bookshelf,Furniture,928.48,573
574,"Portable Charger",Accessories,955.43,574
575,"Bluetooth Headphones",Electronics,812.69,575
576,"Noise Cancelling Headset",Electronics,462.87,576
577,"Smart Watch",Electronics,157.29,577
578,"Cable Organizer",Accessories,6.25,578
579,"Storage Containers","Home & Kitchen",928.65,579
580,"Kitchen Blender","Home & Kitchen",761.41,580
581,"Wall Clock","Home & Kitchen",690.64,581
582,"Storage Shelf",Furniture,61.12,582
583,"WiFi Router",Electronics,77.77,583
584,"Air Purifier","Home & Kitchen",391.87,584
585,"Smartphone Case",Accessories,717.16,585
586,"Standing Desk",Furniture,638.98,586
587,"Throw Pillows","Home & Kitchen",68.34,587
588,"Wireless Charger",Electronics,627.95,588
589,"Wireless Presenter",Electronics,108.21,589
590,"USB-C Hub",Electronics,477.37,590
591,"Wireless Earbuds",Electronics,595,591
592,"Electric Kettle","Home & Kitchen",300.03,592
593,"Desk Organizer",Accessories,276.04,593
594,"Screen Protector",Accessories,878.54,594
595,"Desk Lamp","Home & Kitchen",556.46,595
596,"4K Monitor",Electronics,377.25,596
597,"Water Bottle","Home & Kitchen",550.65,597
598,"File Cabinet",Furniture,388.2,598
599,"Webcam HD",Electronics,613.17,599
600,"Keyboard Wrist Rest",Accessories,859.22,600
601,"Office Chair",Furniture,266.88,501
602,"Coffee Maker","Home & Kitchen",187.49,502
603,"Document Scanner",Electronics,213.22,503
604,"Desk Mat",Accessories,769.1,504
605,"Tablet Stand",Accessories,379.32,505
606,"Drawer Unit",Furniture,451.58,506
607,"Bath Towels","Home & Kitchen",461.6,507
608,"External SSD",Electronics,661.12,508
